symbol,company,series,arm,last_close,market_cap_cr,median_turnover_cr,min_turnover_cr,median_trades,median_volume,band_pct,circuit_days,circuit_frac,sessions_seen,sessions_traded,listing_date,listing_age_days,in_index_universe,mcap_pending,last_date,gsm_stage,asm,exclude_reason,gate_reason
AHLEAST,Asian Hotels (East) Limited,EQ,,146.23,,0.045,0.003,78.0,3036.0,20.0,0,0.0,25,25,2010-08-11,5826.0,False,False,2026-07-24,,,"illiquid: Rs4 lakh median daily turnover (floor Rs50 lakh); only 78 trades/day median — one operator's book, not a market","illiquid: Rs4 lakh median daily turnover (floor Rs50 lakh); only 78 trades/day median — one operator's book, not a market"
AHLUCONT,Ahluwalia Contracts (India) Limited,EQ,,827.7,5556.0,2.087,1.292,3674.0,25134.0,20.0,0,0.0,25,25,2009-12-14,6066.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
AIAENG,AIA Engineering Limited,EQ,,4583.0,42769.0,43.108,14.723,19789.0,92253.0,20.0,0,0.0,25,25,2005-12-14,7527.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
AIIL,Authum Investment & Infrastructure Limited,EQ,,531.1,44563.0,16.472,3.199,12756.0,317275.0,20.0,0,0.0,25,25,2024-04-23,822.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
AIRAN,Airan Limited,EQ,price,15.03,,0.074,0.023,230.0,45906.0,20.0,0,0.0,25,25,2019-05-03,2639.0,False,False,2026-07-24,,,"illiquid: Rs7 lakh median daily turnover (floor Rs50 lakh); only 230 trades/day median — one operator's book, not a market","illiquid: Rs7 lakh median daily turnover (floor Rs50 lakh); only 230 trades/day median — one operator's book, not a market"
AIROLAM,Airo Lam limited,EQ,price,85.88,,0.032,0.007,80.0,3628.0,20.0,1,0.04,25,25,2021-10-13,1745.0,False,False,2026-07-24,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 80 trades/day median — one operator's book, not a market","illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 80 trades/day median — one operator's book, not a market"
AJANTPHARM,Ajanta Pharma Limited,EQ,,3369.5,42097.0,30.41,11.945,17088.0,89241.0,20.0,0,0.0,25,25,2000-05-29,9552.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
AJAXENGG,Ajax Engineering Limited,EQ,,567.6,6494.0,2.43,0.985,3349.0,43099.0,10.0,1,0.04,25,25,2025-02-17,522.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
AJMERA,Ajmera Realty & Infra India Limited,EQ,,122.57,2412.0,6.562,2.065,6291.0,494443.0,20.0,0,0.0,25,25,2009-06-16,6247.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
AJOONI,Ajooni Biotech Limited,EQ,price,4.03,,0.158,0.043,549.0,384411.0,20.0,0,0.0,25,25,2021-05-07,1904.0,False,False,2026-07-24,,,price Rs4.03 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs16 lakh median daily turnover (floor Rs50 lakh),price Rs4.03 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs16 lakh median daily turnover (floor Rs50 lakh)
AKASH,Akash Infra-Projects Limited,EQ,price,26.95,,0.015,0.001,47.0,5692.0,20.0,0,0.0,25,25,2019-10-11,2478.0,False,False,2026-07-24,,,"illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 47 trades/day median — one operator's book, not a market","illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 47 trades/day median — one operator's book, not a market"
AKCAPIT,AK Capital Services Limited,EQ,,1759.5,,0.524,0.12,290.0,2960.0,20.0,0,0.0,25,25,2026-04-20,95.0,False,False,2026-07-24,,,"listed 95d ago — under a year of history, no trend to read; only 290 trades/day median — one operator's book, not a market","listed 95d ago — under a year of history, no trend to read; only 290 trades/day median — one operator's book, not a market"
AKG,Akg Exim Limited,EQ,price,10.46,,0.012,0.002,96.0,10916.0,20.0,0,0.0,25,25,2021-02-16,1984.0,False,False,2026-07-24,,,"illiquid: Rs1 lakh median daily turnover (floor Rs50 lakh); only 96 trades/day median — one operator's book, not a market","illiquid: Rs1 lakh median daily turnover (floor Rs50 lakh); only 96 trades/day median — one operator's book, not a market"
AKI,AKI India Limited,EQ,price,4.26,,0.031,0.008,216.0,70167.0,20.0,0,0.0,25,25,2023-04-06,1205.0,False,False,2026-07-24,,,"price Rs4.26 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 216 trades/day median — one operator's book, not a market","price Rs4.26 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 216 trades/day median — one operator's book, not a market"
AKSHAR,Akshar Spintex Limited,EQ,price,0.42,,0.022,0.008,242.0,510519.0,20.0,0,0.0,25,25,2022-05-23,1523.0,False,False,2026-07-24,,,"price Rs0.42 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 242 trades/day median — one operator's book, not a market","price Rs0.42 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 242 trades/day median — one operator's book, not a market"
AKSHARCHEM,AksharChem India Limited,BE,,242.9,,0.459,0.194,1290.0,18738.0,5.0,1,0.125,8,8,2017-03-28,3405.0,False,False,2026-07-01,,,series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news; illiquid: Rs46 lakh median daily turnover (floor Rs50 lakh),series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news; illiquid: Rs46 lakh median daily turnover (floor Rs50 lakh)
AKUMS,Akums Drugs and Pharmaceuticals Limited,EQ,,687.3,10818.0,16.139,6.745,14152.0,231402.0,10.0,0,0.0,25,25,2024-08-06,717.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
ALANKIT,Alankit Limited,EQ,price,7.96,,0.085,0.03,426.0,104612.0,20.0,0,0.0,25,25,2015-06-30,4042.0,False,False,2026-07-24,,,illiquid: Rs8 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs8 lakh median daily turnover (floor Rs50 lakh)
ALBERTDAVD,Albert David Limited,EQ,,698.35,,0.114,0.03,131.0,1611.0,20.0,0,0.0,25,25,2016-06-14,3692.0,False,False,2026-07-24,,,"illiquid: Rs11 lakh median daily turnover (floor Rs50 lakh); only 131 trades/day median — one operator's book, not a market","illiquid: Rs11 lakh median daily turnover (floor Rs50 lakh); only 131 trades/day median — one operator's book, not a market"
ALEMBICLTD,Alembic Limited,EQ,price,87.94,2258.0,1.894,0.833,1861.0,206773.0,20.0,0,0.0,25,25,1999-09-22,9802.0,False,False,2026-07-24,,,,
ALGOQUANT,Algoquant Fintech Limited,EQ,price,68.41,,6.733,5.69,3821.0,1167609.0,20.0,0,0.0,25,25,2026-01-06,199.0,False,False,2026-07-24,,,"listed 199d ago — under a year of history, no trend to read","listed 199d ago — under a year of history, no trend to read"
ALICON,Alicon Castalloy Limited,EQ,,636.35,1044.0,0.708,0.291,777.0,11226.0,20.0,0,0.0,25,25,2006-09-29,7238.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
ALIVUS,Alivus Life Sciences Limited,EQ,,1101.2,13516.0,8.42,3.096,7892.0,72465.0,20.0,0,0.0,25,25,2021-08-06,1813.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
ALKEM,Alkem Laboratories Limited,EQ,,5633.5,66508.0,61.599,15.814,19507.0,109986.0,,0,0.0,25,25,2015-12-23,3866.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
ALKYLAMINE,Alkyl Amines Chemicals Limited,EQ,,1789.5,9344.0,14.405,4.321,11400.0,78213.0,20.0,0,0.0,25,25,2007-11-26,6815.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
ALLCARGO,Allcargo Logistics Limited,EQ,price,8.06,1207.0,3.134,1.917,6160.0,3812058.0,20.0,0,0.0,25,25,2006-06-23,7336.0,False,False,2026-07-24,,,,
ALLDIGI,Alldigi Tech Limited,EQ,,822.75,,0.399,0.104,483.0,4866.0,20.0,0,0.0,25,25,2005-05-09,7746.0,False,False,2026-07-24,,,illiquid: Rs40 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs40 lakh median daily turnover (floor Rs50 lakh)
ALLTIME,All Time Plastics Limited,EQ,,220.87,1447.0,1.218,0.458,1200.0,50962.0,20.0,0,0.0,25,25,2025-08-14,344.0,False,False,2026-07-24,,,"listed 344d ago — under a year of history, no trend to read","listed 344d ago — under a year of history, no trend to read"
ALMONDZ,Almondz Global Securities Limited,EQ,price,12.86,,0.084,0.024,203.0,62750.0,20.0,0,0.0,25,25,2008-06-16,6612.0,False,False,2026-07-24,,,"illiquid: Rs8 lakh median daily turnover (floor Rs50 lakh); only 203 trades/day median — one operator's book, not a market","illiquid: Rs8 lakh median daily turnover (floor Rs50 lakh); only 203 trades/day median — one operator's book, not a market"
ALOKINDS,Alok Industries Limited,EQ,,12.07,5993.0,5.12,3.003,6508.0,4151602.0,20.0,0,0.0,25,25,2020-02-19,2347.0,True,False,2026-07-24,,,"not penny/nano — too big on both arms: a Rs12 share of a Rs5,993 Cr company (the price arm's ceiling is Rs5,000 Cr — a cheap share is not a small company)",
ALPA,Alpa Laboratories Limited,EQ,price,67.17,,0.06,0.026,186.0,8827.0,20.0,0,0.0,25,25,2007-08-06,6927.0,False,False,2026-07-24,,,"illiquid: Rs6 lakh median daily turnover (floor Rs50 lakh); only 186 trades/day median — one operator's book, not a market","illiquid: Rs6 lakh median daily turnover (floor Rs50 lakh); only 186 trades/day median — one operator's book, not a market"
ALPHA,,,price,50.84,,4.997,2.564,2441.0,955960.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
ALPHAETF,,,price,25.56,,0.889,0.318,897.0,343453.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
ALPHAGEO,Alphageo (India) Limited,EQ,,204.65,,0.084,0.013,148.0,4206.0,20.0,0,0.0,25,25,2007-05-11,7014.0,False,False,2026-07-24,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; illiquid: Rs8 lakh median daily turnover (floor Rs50 lakh); only 148 trades/day median — one operator's book, not a market","ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; illiquid: Rs8 lakh median daily turnover (floor Rs50 lakh); only 148 trades/day median — one operator's book, not a market"
ALPL30IETF,,,price,27.75,,1.026,0.402,839.0,377263.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
AMAGI,Amagi Media Labs Limited,EQ,,609.05,13178.0,23.289,4.718,19641.0,401197.0,20.0,0,0.0,25,25,2026-01-21,184.0,False,False,2026-07-24,,,"listed 184d ago — under a year of history, no trend to read","listed 184d ago — under a year of history, no trend to read"
AMBALALSA,Ambalal Sarabhai Enterprises Limited,EQ,price,32.39,,0.121,0.04,374.0,38326.0,20.0,0,0.0,25,25,2026-04-20,95.0,False,False,2026-07-24,,,"listed 95d ago — under a year of history, no trend to read; illiquid: Rs12 lakh median daily turnover (floor Rs50 lakh)","listed 95d ago — under a year of history, no trend to read; illiquid: Rs12 lakh median daily turnover (floor Rs50 lakh)"
AMBER,Amber Enterprises India Limited,EQ,,7261.5,26396.0,205.786,100.559,28411.0,268126.0,,0,0.0,25,25,2018-01-30,3097.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,EQ,price,24.64,,0.007,0.0,34.0,2953.0,20.0,0,0.0,25,25,2004-06-29,8060.0,False,False,2026-07-24,,,"illiquid: Rs1 lakh median daily turnover (floor Rs50 lakh); only 34 trades/day median — one operator's book, not a market","illiquid: Rs1 lakh median daily turnover (floor Rs50 lakh); only 34 trades/day median — one operator's book, not a market"
AMBIKCO,Ambika Cotton Mills Limited,EQ,mcap,1708.2,978.0,1.516,0.612,1558.0,8718.0,20.0,0,0.0,25,25,2008-01-29,6751.0,False,False,2026-07-24,,,,
AMBUJACEM,Ambuja Cements Limited,EQ,,425.15,105642.0,102.504,31.695,29354.0,2327392.0,,0,0.0,25,25,1998-02-18,10383.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
AMDIND,AMD Industries Limited,EQ,price,49.68,,0.057,0.017,191.0,12584.0,20.0,0,0.0,25,25,2007-03-19,7067.0,False,False,2026-07-24,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; illiquid: Rs6 lakh median daily turnover (floor Rs50 lakh); only 191 trades/day median — one operator's book, not a market","ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; illiquid: Rs6 lakh median daily turnover (floor Rs50 lakh); only 191 trades/day median — one operator's book, not a market"
AMIRCHAND,,,,185.11,,15.114,3.736,6417.0,990025.0,,0,0.0,20,20,,,False,False,2026-07-17,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); GSM stage nan — exchange surveillance, periodic call auction","not in the NSE equity master (ETF / REIT / InvIT — not a company); GSM stage nan — exchange surveillance, periodic call auction"
AMJLAND,Amj Land Holdings Limited,EQ,price,37.99,,0.024,0.006,122.0,6335.0,20.0,0,0.0,25,25,1995-02-08,11489.0,False,False,2026-07-24,,,"illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 122 trades/day median — one operator's book, not a market","illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 122 trades/day median — one operator's book, not a market"
AMNPLST,Amines & Plasticizers Limited,EQ,,194.27,,0.15,0.045,388.0,7672.0,20.0,0,0.0,25,25,2023-11-10,987.0,False,False,2026-07-24,,,illiquid: Rs15 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs15 lakh median daily turnover (floor Rs50 lakh)
AMRUTANJAN,Amrutanjan Health Care Limited,EQ,,509.0,1472.0,2.117,0.782,1849.0,39591.0,20.0,0,0.0,25,25,2015-01-02,4221.0,False,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
ANANDRATHI,Anand Rathi Wealth Limited,EQ,,2042.1,33907.0,72.041,22.652,24181.0,348980.0,20.0,0,0.0,25,25,2021-12-14,1683.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
ANANTRAJ,Anant Raj Limited,EQ,,586.55,19962.0,109.488,43.933,36654.0,1983441.0,20.0,0,0.0,25,25,2006-09-27,7240.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
ANDHRAPAP,ANDHRA PAPER LIMITED,EQ,price,61.33,,0.377,0.109,1014.0,61240.0,20.0,0,0.0,25,25,2004-05-13,8107.0,False,False,2026-07-24,,,illiquid: Rs38 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs38 lakh median daily turnover (floor Rs50 lakh)
ANDHRSUGAR,The Andhra Sugars Limited,EQ,price,86.33,1170.0,2.42,0.663,2873.0,290453.0,20.0,0,0.0,25,25,1995-11-01,11223.0,False,False,2026-07-24,,,,
ANGELONE,Angel One Limited,EQ,,307.95,28132.0,209.708,104.815,54835.0,6434814.0,,0,0.0,25,25,2020-10-05,2118.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
ANMOL,Anmol India Limited,EQ,price,10.14,,0.022,0.009,149.0,19300.0,20.0,0,0.0,25,25,2021-06-04,1876.0,False,False,2026-07-24,,,"illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 149 trades/day median — one operator's book, not a market","illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 149 trades/day median — one operator's book, not a market"
ANTELOPUS,Antelopus Selan Energy Limited,EQ,,894.45,,8.093,3.807,5171.0,99108.0,5.0,2,0.08,25,25,2006-09-26,7241.0,False,False,2026-07-24,,,5% circuit band — cannot exit on bad news,5% circuit band — cannot exit on bad news
ANTGRAPHIC,Antarctica Limited,EQ,price,0.75,,0.011,0.005,169.0,133050.0,20.0,0,0.0,25,25,1997-12-31,10432.0,False,False,2026-07-24,,,"price Rs0.75 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs1 lakh median daily turnover (floor Rs50 lakh); only 169 trades/day median — one operator's book, not a market","price Rs0.75 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs1 lakh median daily turnover (floor Rs50 lakh); only 169 trades/day median — one operator's book, not a market"
ANTHEM,Anthem Biosciences Limited,EQ,,769.9,43417.0,39.219,15.204,28436.0,500806.0,20.0,0,0.0,25,25,2025-07-21,368.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
ANUHPHR,Anuh Pharma Limited,EQ,price,79.07,,0.333,0.13,1033.0,40967.0,20.0,0,0.0,25,25,2024-12-20,581.0,False,False,2026-07-24,,,illiquid: Rs33 lakh median daily turnover (floor Rs50 lakh),illiquid: Rs33 lakh median daily turnover (floor Rs50 lakh)
ANUP,The Anup Engineering Limited,EQ,,2119.6,4634.0,5.516,1.673,4127.0,24303.0,20.0,0,0.0,25,25,2019-03-01,2702.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
ANURAS,Anupam Rasayan India Limited,EQ,,1249.6,14458.0,30.856,12.004,5240.0,243209.0,20.0,0,0.0,25,25,2021-03-24,1948.0,True,False,2026-07-24,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,
AONEGOLD,,,price,13.3,,0.562,0.232,1374.0,422691.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),not in the NSE equity master (ETF / REIT / InvIT — not a company)
AONELIQUID,,,,1069.79,,1.682,0.483,127.0,15762.0,5.0,0,0.0,25,25,,,False,False,2026-07-24,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); 5% circuit band — cannot exit on bad news; only 127 trades/day median — one operator's book, not a market","not in the NSE equity master (ETF / REIT / InvIT — not a company); 5% circuit band — cannot exit on bad news; only 127 trades/day median — one operator's book, not a market"
AONENIFTY,,,price,9.82,,0.16,0.083,1074.0,161910.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs16 lakh median daily turnover (floor Rs50 lakh),not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs16 lakh median daily turnover (floor Rs50 lakh)
AONESILVER,,,price,8.39,,0.478,0.25,1233.0,568548.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs48 lakh median daily turnover (floor Rs50 lakh),not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs48 lakh median daily turnover (floor Rs50 lakh)
AONETMMQ50,,,price,9.94,,0.082,0.028,304.0,79362.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs8 lakh median daily turnover (floor Rs50 lakh),not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs8 lakh median daily turnover (floor Rs50 lakh)
AONETOTAL,,,price,11.68,,0.212,0.077,1198.0,179219.0,20.0,0,0.0,25,25,,,False,False,2026-07-24,,,not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs21 lakh median daily turnover (floor Rs50 lakh),not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs21 lakh median daily turnover (floor Rs50 lakh)
